"REF_DATE","GEO","DGUID","Homicides","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
"2012","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
"2013","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","0","","","","0"
"2014","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","0","","","","0"
"2015","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
"2016","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","2","","","","0"
"2017","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
"2018","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","4","","","","0"
"2019","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
"2020","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
"2021","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","2","","","","0"
"2022","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","0","","","","0"
"1981","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1982","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1983","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1984","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1985","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1986","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1987","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1988","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1989","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1990","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1991","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1992","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1993","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1994","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1995","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1996","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1997","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1998","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"1999","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"2000","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","","..","","","0"
"2001","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","0","","","","0"
"2002","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","4","","","","0"
"2003","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","8","","","","0"
"2004","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","7","","","","0"
"2005","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","4","","","","0"
"2006","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","3","","","","0"
"2007","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","2","","","","0"
"2008","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","7","","","","0"
"2009","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","9","","","","0"
"2010","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","4","","","","0"
"2011","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","1","","","","0"
"2012","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","4","","","","0"
"2013","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","3","","","","0"
"2014","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","4","","","","0"
"2015","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","3","","","","0"
"2016","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","6","","","","0"
"2017","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","9","","","","0"
"2018","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","6","","","","0"
"2019","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","1","","","","0"
"2020","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","3","","","","0"
"2021","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","4","","","","0"
"2022","Abbotsford-Mission, British Columbia","2021A003559932","Number of homicide victims","Number","223","units","0","v28546013","33.1","10","","","","0"
"1981","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1982","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1983","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1984","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1985","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1986","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1987","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1988","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1989","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1990","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1991","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1992","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1993","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1994","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1995","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1996","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1997","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1998","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"1999","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"2000","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","","..","","","0"
"2001","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","2","","","","0"
"2002","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","3","","","","0"
"2003","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","5","","","","0"
"2004","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","0","","","","0"
"2005","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","5","","","","0"
"2006","Kingston, Ontario","2021A003535521","Number of homicide victims","Number","223","units","0","v28546011","32.1","2","","","","0"
